date,prev_settlement,low,high,prev_close,limit_up,open,total_turnover,limit_down,close,open_interest,settlement,volume,dominant_id,pos,base_balance,chg,strategy_balance,drawdown,return,empty,long,short
2020-12-01,92.785,92.555,92.765,97.67,94.735,92.74,49899707550.0,90.835,92.625,104959,92.585,51170,T2103,1.0,1.0166840458811262,-0.001993319685378747,0.9543090920372226,-0.060321117462929674,-0.001995308991050497,,92.625,
2020-12-02,92.585,92.32,92.545,97.485,94.53,92.535,53728370300.0,90.64,92.395,106207,92.36,55226,T2103,1.0,1.0141594863070083,-0.002483130904183617,0.9519394176386415,-0.06265446313616618,-0.0024862189868621945,,92.395,
2020-12-03,92.36,92.29,92.49,97.255,94.3,92.44,43879030750.0,90.42,92.375,106932,92.34,45120,T2103,1.0,1.0139399593875198,-0.00021646192975810497,0.9517333589952867,-0.06285736275992593,-0.00021648536102300114,,92.375,
2020-12-04,92.34,92.395,92.625,97.235,94.28,92.425,47658403500.0,90.4,92.575,106728,92.585,48949,T2103,1.0,1.016135228582405,0.0021650879566983416,0.9537939454288354,-0.060828366522328814,0.0021627475313106383,,92.575,
2020-12-07,92.585,92.365,92.525,97.435,94.53,92.49,50810965400.0,90.64,92.45,105215,92.465,52215,T2103,-1.0,1.0147631853356018,-0.0013502565487442109,0.9525060789078675,-0.062096489170826885,-0.0013511689665424798,,,92.45
2020-12-08,92.465,92.525,92.755,97.31,94.41,92.535,52758723050.0,90.52,92.675,109613,92.71,54091,T2103,-1.0,1.0172328631798473,0.0024337479718765653,0.9501879191701255,-0.06437910993812324,-0.0024367143503944,,,92.675
2020-12-09,92.71,92.52,92.75,97.535,94.66,92.72,57787035250.0,90.76,92.64,109296,92.6,59271,T2103,1.0,1.0168486910707426,-0.0003776638791475051,0.9505467708255984,-0.0640257597233711,0.0003775925820950148,,92.64,
2020-12-10,92.6,92.67,92.81,97.5,94.545,92.67,47438805850.0,90.655,92.685,111507,92.75,48607,T2103,1.0,1.0173426266395917,0.0004857512953369003,0.9510085001508052,-0.06357110902375473,0.00048563335636756536,,92.685,
2020-12-11,92.75,92.33,92.66,97.545,94.7,92.66,68632694350.0,90.8,92.355,107692,92.365,70528,T2103,1.0,1.0137204324680313,-0.0035604466742190644,0.9476224850992891,-0.06690521415427375,-0.0035668001497693555,,92.355,
2020-12-14,92.365,92.29,92.435,97.215,94.305,92.34,49063161050.0,90.425,92.36,107314,92.365,50462,T2103,1.0,1.0137753141979036,5.413892046979285e-05,0.9476737883576454,-0.06685469740987204,5.413745501133002e-05,,92.36,
2020-12-15,92.365,92.48,92.635,97.22,94.305,92.55,52753981900.0,90.425,92.5,105881,92.53,54155,T2103,1.0,1.015312002634323,0.001515807708964978,0.949110279591622,-0.06544022856662146,0.0015146600320849596,,92.5,
2020-12-16,92.53,92.4,92.595,97.36,94.475,92.52,43190569600.0,90.585,92.485,107018,92.46,44365,T2103,-1.0,1.0151473574447065,-0.0001621621621621383,0.9489563698165531,-0.0655917787998268,-0.0001621753118671658,,,92.485
2020-12-17,92.46,92.325,92.565,97.345,94.405,92.505,47226876650.0,90.515,92.36,108207,92.36,48544,T2103,-1.0,1.0137753141979036,-0.001351570524949941,0.9502389512754608,-0.06432886018978168,0.0013506579756653616,,,92.36
2020-12-18,92.36,92.195,92.44,97.22,94.3,92.335,52341198500.0,90.42,92.205,110417,92.235,53864,T2103,-1.0,1.0120739805718675,-0.0016782156777825907,0.9518336571811309,-0.06275860221370344,0.0016768090473849094,,,92.205
2020-12-21,92.235,92.325,92.46,97.065,94.175,92.325,39601877700.0,90.295,92.41,108767,92.41,40717,T2103,-1.0,1.0143241314966247,0.0022233067621062474,0.9497174389747197,-0.06484237735112774,-0.0022257819780422215,,,92.41
2020-12-22,92.41,92.54,92.83,97.27,94.355,92.59,58084985450.0,90.465,92.77,111235,92.78,59540,T2103,-1.0,1.0182756160474178,0.003895682285466995,0.9460176415715068,-0.06848545433580033,-0.0039032902208622506,,,92.77
2020-12-23,92.78,92.78,92.91,97.63,94.73,92.84,52282294800.0,90.83,92.885,113306,92.85,53509,T2103,1.0,1.0195378958344767,0.001239624878732526,0.9448449345672949,-0.06964018294150687,-0.0012403938492081582,,92.885,
2020-12-24,92.85,92.69,92.92,97.745,94.8,92.865,46513142050.0,90.9,92.745,113349,92.73,47625,T2103,1.0,1.018001207398057,-0.0015072401356516218,0.943420826359948,-0.07104245859837499,-0.0015083771647257382,,92.745,
2020-12-25,92.73,92.71,93.01,97.605,94.68,92.82,47517387450.0,90.78,92.995,116934,92.935,48631,T2103,1.0,1.0207452938916635,0.002695563103132237,0.9459638767302103,-0.06853839492539637,0.0026919365884483883,,92.995,
2020-12-28,92.935,92.985,93.145,97.855,94.89,93.115,40115242150.0,90.98,93.02,114411,93.03,40961,T2103,1.0,1.021019702541024,0.00026883165761582006,0.9462181817672364,-0.0682879885580987,0.00026879552886064224,,93.02,
2020-12-29,93.03,93.055,93.23,97.88,94.985,93.12,43243922850.0,91.075,93.16,116319,93.18,44125,T2103,1.0,1.0225563909774436,0.0015050526768436434,0.9476422899745833,-0.06688571290123058,0.001503921220189245,,93.16,
2020-12-30,93.18,93.085,93.36,98.02,95.14,93.12,47906903350.0,91.22,93.35,116320,93.31,48822,T2103,1.0,1.0246418967125843,0.0020395019321597374,0.9495750082559827,-0.06498262450976688,0.0020374249715913863,,93.35,
2020-12-31,93.31,93.065,93.49,98.21,95.27,93.48,59341701800.0,91.35,93.135,113589,93.105,60514,T2103,1.0,1.022281982328083,-0.002303160149973116,0.9473879849375572,-0.06713611926852836,-0.0023058165027657076,,93.135,
2021-01-04,93.105,92.945,93.205,97.995,95.06,93.09,45705291550.0,91.15,92.98,112509,92.97,46679,T2103,1.0,1.020580648702047,-0.0016642508187040272,0.9458112937079944,-0.06868863874577524,-0.0016656372225271252,,92.98,
2021-01-05,92.97,92.985,93.275,97.84,94.925,93.025,46032404850.0,91.015,93.21,115753,93.22,46983,T2103,1.0,1.0231052082761647,0.0024736502473650113,0.9481509000486359,-0.06638490016663479,0.0024705958106270333,,93.21,
2021-01-06,93.22,93.135,93.385,98.07,95.18,93.26,54297919550.0,91.26,93.245,116340,93.215,55342,T2103,1.0,1.0234893803852698,0.00037549619139598533,0.9485069271004728,-0.06603433125241764,0.0003754257103441346,,93.245,
2021-01-07,93.215,93.24,93.425,98.105,95.175,93.365,53346404050.0,91.255,93.265,118834,93.28,54330,T2103,1.0,1.0237089073047583,0.00021448871253149093,0.9487103711300938,-0.06583400615857926,0.00021446571311627374,,93.265,
2021-01-08,93.28,92.965,93.26,98.125,95.24,93.245,56559590550.0,91.32,93.08,113832,93.015,57755,T2103,1.0,1.0216782832994895,-0.0019835951321502954,0.9468285138560997,-0.06768701327658344,-0.0019855650624349226,,93.08,
2021-01-11,93.015,92.795,93.08,97.94,94.97,93.04,61272186550.0,91.06,92.975,110479,92.925,62679,T2103,1.0,1.0205257669721748,-0.0011280618822518962,0.9457604327005894,-0.06873872001923453,-0.001128698622957312,,92.975,
2021-01-12,92.925,92.88,93.115,97.835,94.88,92.99,50292679750.0,90.97,93.105,109340,93.0,51395,T2103,-1.0,1.0219526919488502,0.001398225329389824,0.9470828188931261,-0.06743660690928543,0.001397248722592198,,,93.105
2021-01-13,93.0,93.005,93.225,97.965,94.955,93.055,53335492400.0,91.045,93.18,114162,93.195,54430,T2103,-1.0,1.0227759178969322,0.0008055421298533982,0.9463199037820473,-0.06818782601117901,-0.0008058667532584763,,,93.18
2021-01-14,93.195,93.225,93.545,98.04,95.155,93.33,66881121650.0,91.235,93.34,114323,93.35,68076,T2103,-1.0,1.02453213325284,0.0017171066752521558,0.9446949715583391,-0.06978784691521656,-0.0017185825926998137,,,93.34
2021-01-15,93.35,93.05,93.415,98.2,95.31,93.33,60816680900.0,91.39,93.06,116908,93.08,62019,T2103,-1.0,1.021458756380001,-0.0029997857295908092,0.9475288540528359,-0.06699740977290103,0.0029952953502549204,,,93.06
2021-01-18,93.08,92.86,93.04,97.92,95.035,92.98,56268525000.0,91.125,92.965,112792,92.995,57522,T2103,-1.0,1.0204160035124308,-0.0010208467655276054,0.9484961358187397,-0.06604495709643887,0.0010203260558145706,,,92.965
2021-01-19,92.995,92.945,93.1,97.825,94.95,92.965,43009489500.0,91.04,93.0,110995,93.06,43940,T2103,-1.0,1.0208001756215355,0.0003764857742161176,0.948139040516705,-0.06639657788384956,-0.0003765566627781263,,,93.0
2021-01-20,93.06,92.96,93.15,97.86,95.015,93.1,48186301200.0,91.105,93.11,109920,93.09,49212,T2103,-1.0,1.0220075736787222,0.0011827956989247657,0.9470175857375991,-0.06750083999603007,-0.0011834957538265254,,,93.11
2021-01-21,93.09,93.09,93.325,97.97,95.045,93.145,55289080450.0,91.135,93.325,111007,93.275,56377,T2103,-1.0,1.0243674880632236,0.00230909676726454,0.9448308304918297,-0.06965407079187214,-0.0023117668423044985,,,93.325
2021-01-22,93.275,93.155,93.5,98.185,95.235,93.24,57466186950.0,91.315,93.49,114632,93.445,58512,T2103,1.0,1.0261785851490037,0.0017680150013392737,0.9431603554097923,-0.07129893635114704,-0.0017695797845071603,,93.49,
2021-01-25,93.445,93.315,93.58,98.35,95.41,93.41,59286159450.0,91.48,93.475,118000,93.515,60305,T2103,1.0,1.0260139399593875,-0.0001604449673762165,0.943009030077338,-0.0714479417630064,-0.00016045784004680553,,93.475,
2021-01-26,93.515,93.045,93.29,98.335,95.48,93.29,66634074900.0,91.55,93.065,113462,93.1,68000,T2103,1.0,1.021513638109873,-0.004386199518587874,0.9388728043235888,-0.07552075635382927,-0.004395847112880992,,93.065,
2021-01-27,93.1,92.99,93.185,97.925,95.055,93.07,54810648100.0,91.145,93.11,108297,93.115,55956,T2103,1.0,1.0220075736787222,0.0004835330145598338,0.9393267803209516,-0.07507374011825108,0.00048341615014210103,,93.11,
2021-01-28,93.115,92.8,93.1,97.97,95.07,93.04,61723626850.0,91.16,92.82,108866,92.85,63120,T2103,1.0,1.018824433346139,-0.0031145956395661756,0.9364011572268363,-0.07795451141419896,-0.003119456087408741,,92.82,
2021-01-29,92.85,92.54,92.965,97.68,94.8,92.865,92369645000.0,90.9,92.885,107768,92.815,94584,T2103,-1.0,1.0195378958344767,0.0007002801120450375,0.9370569003341381,-0.07730882129614158,0.0007000350303379303,,,92.885
2021-02-01,92.815,92.89,93.05,97.745,94.765,92.94,43374082300.0,90.865,92.945,104221,92.965,44333,T2103,-1.0,1.020196476592942,0.0006459600581363301,0.9364515990043213,-0.07790484294357891,-0.0006461687802236117,,,92.945
2021-02-02,92.965,92.85,93.005,97.805,94.92,92.95,39210173750.0,91.01,92.89,101537,92.875,40100,T2103,-1.0,1.0195927775643487,-0.0005917478078433236,0.9370057421851834,-0.07735919515576795,0.0005915727941484122,,,92.89
2021-02-03,92.875,92.485,92.815,97.75,94.825,92.79,69847133050.0,90.925,92.55,99963,92.54,71647,T2103,-1.0,1.0158608199330441,-0.003660243298525212,0.9404354111736964,-0.07398210533289085,0.003653560909173011,,,92.55
2021-02-04,92.54,92.295,92.61,97.41,94.485,92.57,59699467100.0,90.595,92.37,94171,92.34,61349,T2103,-1.0,1.0138850776576478,-0.0019448946515395749,0.9422644589750064,-0.07218109808232298,0.0019430057926278766,,,92.37
2021-02-05,92.34,92.285,92.535,97.23,94.28,92.32,59336384650.0,90.4,92.375,84507,92.345,61003,T2103,-1.0,1.0139399593875198,5.4130128829710245e-05,0.9422134540784505,-0.07223132103901442,-5.413159391800432e-05,,,92.375
2021-02-08,92.345,92.205,92.455,97.235,94.285,92.445,61395671300.0,90.405,92.415,69250,92.355,63180,T2103,-1.0,1.014379013226497,0.0004330175913396239,0.9418054590780376,-0.07263306119769852,-0.0004331113705298319,,,92.415
2021-02-09,92.355,92.36,92.55,97.275,94.295,92.425,41666169700.0,90.415,92.465,59406,92.495,42819,T2103,-1.0,1.014927830525218,0.0005410377103283182,0.9412959068088833,-0.07313480168290232,-0.0005411841240429258,,,92.465
2021-02-10,92.475,92.16,92.43,97.325,94.41,92.365,30623025100.0,90.54,92.225,80946,92.2,31638,T2106,-1.0,1.012293507491356,-0.0025955767046991207,0.943739112536825,-0.07072905196575419,0.00259221401297671,,,92.225
2021-02-18,92.2,91.805,92.06,96.745,94.13,91.98,47554152150.0,90.27,91.925,94684,91.975,49298,T2106,-1.0,1.0090006036990284,-0.0032529140688533076,0.9468090147733231,-0.06770621342511696,0.003247634789480304,,,91.925
2021-02-19,91.975,92.04,92.23,96.445,93.9,92.04,47379862800.0,90.05,92.16,99076,92.145,49010,T2106,-1.0,1.0115800450030183,0.002556431873810272,0.9443885620295457,-0.0700895589768723,-0.0025597051255263916,,,92.16
2021-02-22,92.145,91.89,92.11,96.68,94.075,92.02,51693895250.0,90.215,92.085,103213,92.065,53557,T2106,-1.0,1.0107568190549365,-0.0008138020833333703,0.9451571074088017,-0.06933279592265407,0.0008134711259617565,,,92.085
2021-02-23,92.065,91.98,92.225,96.605,93.995,92.0,41238566450.0,90.135,92.12,106284,92.175,42658,T2106,-1.0,1.0111409911640414,0.00038008361839625415,0.9447978686754648,-0.06968652728110247,-0.0003801558684827036,,,92.12
2021-02-24,92.175,92.175,92.335,96.64,94.105,92.21,44577354050.0,90.245,92.195,106532,92.24,46056,T2106,-1.0,1.0119642171121233,0.000814155449413656,0.9440286563420882,-0.07044394706457957,-0.000814487053958876,,,92.195
2021-02-25,92.24,92.01,92.18,96.715,94.175,92.08,41479512550.0,90.305,92.13,109028,92.13,42935,T2106,-1.0,1.0112507546237857,-0.0007050273876023638,0.9446942223994909,-0.06978858458894854,0.0007047789725464838,,,92.13
2021-02-26,92.13,91.9,92.21,96.65,94.06,92.175,49011838250.0,90.2,91.915,113664,91.97,50763,T2106,-1.0,1.0088908402392844,-0.0023336589601649083,0.9468988165362093,-0.06761778838452703,0.0023309402070338086,,,91.915
2021-03-01,91.97,92.025,92.3,96.435,93.895,92.03,47920845800.0,90.045,92.29,113122,92.26,49555,T2106,-1.0,1.0130069699796937,0.00407985638905517,0.9430356053497753,-0.07142177390762783,-0.0040882017093390585,,,92.29
2021-03-02,92.26,92.265,92.455,96.81,94.195,92.315,44065408450.0,90.325,92.345,112692,92.365,45479,T2106,1.0,1.0136106690082871,0.0005959475566148509,0.9424736055849663,-0.07197515783259323,-0.0005961252039424686,,92.345,
2021-03-03,92.365,92.25,92.495,96.865,94.3,92.345,46156689850.0,90.43,92.3,113852,92.28,47649,T2106,1.0,1.013116733439438,-0.00048730304835131744,0.942014335323974,-0.07242738716712727,-0.0004874218190682392,,92.3,
2021-03-04,92.28,92.14,92.305,96.82,94.215,92.26,45234237950.0,90.345,92.18,115266,92.185,46765,T2106,1.0,1.011799571922507,-0.0013001083423617166,0.940789614627995,-0.07363333205921752,-0.0013009542164441098,,92.18,
2021-03-05,92.185,92.09,92.55,96.7,94.115,92.1,69257116400.0,90.255,92.525,120754,92.49,71503,T2106,1.0,1.0155864112836837,0.0037426773703623795,0.9443106866289351,-0.07016624049445752,0.003735690979857501,,92.525,
2021-03-08,92.49,92.36,92.685,97.045,94.43,92.425,60494097850.0,90.55,92.635,121575,92.635,62355,T2106,1.0,1.0167938093408704,0.001188867873547661,0.945433347266916,-0.06906079101004137,0.001188161729756316,,92.635,
2021-03-09,92.635,92.39,92.67,97.155,94.575,92.56,66523848400.0,90.695,92.55,119222,92.51,68564,T2106,1.0,1.0158608199330441,-0.0009175797484752835,0.9445658367739307,-0.06991500197527212,-0.0009180009824695907,,92.55,
2021-03-10,92.51,92.43,92.705,97.07,94.45,92.53,68777256100.0,90.57,92.655,122664,92.655,70841,T2106,1.0,1.0170133362603588,0.0011345218800649093,0.9456374673829125,-0.06885980019469295,0.0011338787964657213,,92.655,
2021-03-11,92.655,92.44,92.68,97.175,94.595,92.65,76210910900.0,90.715,92.445,119511,92.53,78520,T2106,1.0,1.0147083036057296,-0.0022664723976041357,0.943494206164949,-0.07097020375585128,-0.0022690447336560044,,92.445,
2021-03-12,92.53,92.33,92.5,96.965,94.47,92.44,55768464150.0,90.59,92.37,119292,92.375,57529,T2106,1.0,1.0138850776576478,-0.0008112932013628615,0.9427287557299621,-0.0717239193134076,-0.0008116224777973512,,92.37,
2021-03-15,92.375,92.14,92.37,96.89,94.31,92.365,60515333800.0,90.44,92.225,120427,92.175,62560,T2106,1.0,1.012293507491356,-0.001569773736061597,0.9412488848889872,-0.07318110272468359,-0.0015710071217794738,,92.225,
2021-03-16,92.175,92.235,92.385,96.745,94.105,92.245,51123455100.0,90.245,92.285,117712,92.305,52794,T2106,-1.0,1.0129520882498215,0.0006505828137706171,0.9418612452369767,-0.07257813027863846,0.0006503712765151931,,,92.285
2021-03-17,92.305,92.335,92.47,96.805,94.24,92.335,52913202500.0,90.37,92.38,117916,92.385,54591,T2106,-1.0,1.013994841117392,0.0010294197323508225,0.9408916746859932,-0.07353283665154331,-0.0010299499487515483,,,92.38
2021-03-18,92.385,92.22,92.405,96.9,94.32,92.385,47495342950.0,90.45,92.275,119032,92.285,49064,T2106,-1.0,1.0128423247900773,-0.0011366096557695604,0.9419611012484747,-0.07247980512792795,0.001135964204053016,,,92.275
2021-03-19,92.285,92.33,92.6,96.795,94.22,92.33,62358122350.0,90.35,92.545,119041,92.555,64278,T2106,-1.0,1.015805938203172,0.002926036304524482,0.9392048888687717,-0.0751937628913032,-0.0029303255177245582,,,92.545
2021-03-22,92.555,92.53,92.68,97.065,94.495,92.59,39814158550.0,90.615,92.6,119663,92.6,40987,T2106,-1.0,1.0164096372317655,0.0005943054730130903,0.9386467142630364,-0.07574338029949357,-0.0005944821425112845,,,92.6
2021-03-23,92.6,92.535,92.75,97.12,94.54,92.56,50216075300.0,90.66,92.7,122625,92.695,51667,T2106,1.0,1.017507271829208,0.001079913606911509,0.9376330569042209,-0.0767414975993862,-0.001080497133754252,,92.7,
2021-03-24,92.695,92.87,93.03,97.22,94.635,92.905,61294394250.0,90.755,93.0,125158,92.98,62881,T2106,1.0,1.0208001756215355,0.003236245954692629,0.9406674680916133,-0.07375360600585668,0.00323102058144654,,93.0,
2021-03-25,92.98,92.91,93.05,97.52,94.93,93.0,42950799650.0,91.03,93.05,127200,93.02,44048,T2106,1.0,1.0213489929202568,0.0005376344086021057,0.9411732032895119,-0.07325562407360187,0.0005374899350037816,,93.05,
2021-03-26,93.02,92.89,93.005,97.57,94.97,93.0,50289512700.0,91.07,92.92,126386,92.93,51600,T2106,1.0,1.0199220679435816,-0.0013970983342288523,0.9398582917749753,-0.07455037709746459,-0.0013980751860514255,,92.92,
2021-03-29,92.93,92.805,92.935,97.44,94.875,92.885,44515678950.0,90.985,92.9,125968,92.91,45709,T2106,1.0,1.0197025410240932,-0.0002152389151958145,0.9396559976958159,-0.07474956987036652,-0.0002152620824155063,,92.9,
2021-03-30,92.91,92.785,93.09,97.42,94.855,92.945,59212479500.0,90.965,92.81,126173,92.9,60742,T2106,1.0,1.0187146698863947,-0.0009687836383207582,0.9387456743395982,-0.07564593734842529,-0.0009692532124913764,,92.81,
2021-03-31,92.9,92.82,92.985,97.33,94.845,92.82,43514231250.0,90.955,92.965,127288,92.955,44663,T2106,1.0,1.0204160035124308,0.0016700786553174307,0.9403134534530844,-0.07410219335843493,0.0016686856247247338,,92.965,
2021-04-01,92.955,92.815,92.97,97.485,94.9,92.94,51869392300.0,91.01,92.88,126227,92.865,53250,T2106,1.0,1.0194830141046045,-0.0009143225945249522,0.9394537036166565,-0.07494876264326833,-0.0009147408423901315,,92.88,
2021-04-02,92.865,92.855,93.05,97.4,94.81,92.88,53798313200.0,90.92,92.905,126338,92.905,55190,T2106,1.0,1.0197574227539652,0.0002691645133505727,0.9397065712156059,-0.07469977167714092,0.0002691282950819184,,92.905,
2021-04-06,92.905,92.745,92.88,97.425,94.85,92.88,44095229100.0,90.96,92.825,123328,92.81,45309,T2106,-1.0,1.0188793150760111,-0.0008610946665948971,0.938897394898968,-0.07549654276874873,-0.0008614656215741736,,,92.825
2021-04-07,92.81,92.665,92.845,97.345,94.755,92.78,49476970800.0,90.865,92.675,122937,92.695,50869,T2106,-1.0,1.0172328631798473,-0.001615943980608714,0.9404146004926641,-0.07400259697198397,0.0016146397479900043,,,92.675
2021-04-08,92.695,92.595,92.745,97.195,94.635,92.7,49860104900.0,90.755,92.595,122406,92.64,51309,T2106,-1.0,1.0163547555018935,-0.0008632317237657894,0.9412263962093019,-0.07320324663756539,0.0008628593535404508,,,92.595
2021-04-09,92.64,92.63,92.78,97.115,94.58,92.675,48926923300.0,90.7,92.685,120756,92.685,50321,T2106,-1.0,1.0173426266395917,0.0009719747286571767,0.9403115479382415,-0.07410406966043515,-0.0009724474024031961,,,92.685
2021-04-12,92.685,92.715,92.97,97.205,94.625,92.725,54650816750.0,90.745,92.94,123723,92.94,56113,T2106,-1.0,1.02014159486307,0.002751254248260171,0.9377245117972882,-0.07665144477222874,-0.002755045904366255,,,92.94
2021-04-13,92.94,93.11,93.305,97.46,94.885,93.11,68851941650.0,90.995,93.285,123432,93.235,70439,T2106,-1.0,1.0239284342242467,0.003712072304712599,0.9342436106075953,-0.08007898137168623,-0.0037189791428633547,,,93.285
2021-04-14,93.235,93.18,93.29,97.805,95.19,93.255,39704939100.0,91.28,93.27,124083,93.265,40615,T2106,1.0,1.0237637890346303,-0.00016079755587716793,0.9343938346967747,-0.07993106032029085,0.0001607846293357545,,93.27,
2021-04-15,93.265,93.15,93.3,97.79,95.22,93.28,36347128450.0,91.31,93.18,122425,93.18,37190,T2106,1.0,1.0227759178969322,-0.0009649404953360197,0.9334922002470835,-0.08081887209868877,-0.0009654063501213312,,93.18,
2021-04-16,93.18,93.1,93.29,97.7,95.13,93.15,47728054250.0,91.23,93.265,123227,93.245,48831,T2106,1.0,1.0237089073047583,0.000912212921227562,0.934343743894014,-0.07998038319686862,0.0009117971078750633,,93.265,
2021-04-19,93.245,93.185,93.415,97.785,95.2,93.245,53611993700.0,91.29,93.345,123707,93.33,54793,T2106,1.0,1.024587014982712,0.0008577708679569085,0.9351451967381841,-0.07919121717162603,0.0008574031927649741,,93.345,
2021-04-20,93.33,93.31,93.435,97.865,95.285,93.395,42289897700.0,91.375,93.36,124479,93.34,43200,T2106,1.0,1.0247516601723285,0.00016069419893938175,0.9352954691464659,-0.07904324854189315,0.00016068128900961073,,93.36,
2021-04-21,93.34,93.3,93.47,97.88,95.295,93.33,59040631550.0,91.385,93.45,126699,93.435,60297,T2106,1.0,1.0257395313100268,0.000964010282776373,0.9361971035961573,-0.07815543676349512,0.0009635459232713203,,93.45,
2021-04-22,93.435,93.285,93.425,97.97,95.39,93.4,50696191200.0,91.48,93.365,122676,93.375,51805,T2106,1.0,1.0248065419022006,-0.0009095773140718189,0.9353455599492264,-0.0789939256653156,-0.0009099912305286693,,93.365,
2021-04-23,93.375,93.29,93.45,97.885,95.33,93.35,49181359150.0,91.42,93.395,121908,93.39,50241,T2106,1.0,1.0251358322814335,0.0003213195522948631,0.9356461047657902,-0.07869798840584952,0.0003212679402232021,,93.395,
2021-04-26,93.39,93.085,93.23,97.915,95.345,93.23,62145690000.0,91.435,93.155,112981,93.17,63629,T2106,1.0,1.0225015092475715,-0.002569730713635532,0.9332417462332802,-0.08106548648157719,-0.0025730381389491414,,93.155,
2021-04-27,93.17,93.04,93.25,97.675,95.12,93.165,52971778650.0,91.22,93.06,111024,93.075,54230,T2106,1.0,1.021458756380001,-0.0010198057001771232,0.9322900209808282,-0.08200262113655277,-0.0010203260558146918,,93.06,
2021-04-28,93.075,93.085,93.21,97.58,95.025,93.12,42305484900.0,91.125,93.12,109911,93.105,43319,T2106,-1.0,1.0221173371384666,0.0006447453255964408,0.9328911106139558,-0.08141074661762082,0.0006445375666252888,,,93.12
2021-04-29,93.105,93.045,93.275,97.64,95.055,93.19,56120831200.0,91.155,93.115,104127,93.125,57437,T2106,-1.0,1.0220624554085944,-5.3694158075656695e-05,0.9329412014167165,-0.08136142374104305,5.3692716596061116e-05,,,93.115
2021-04-30,93.125,93.115,93.495,97.635,95.075,93.125,62393473750.0,91.175,93.495,109630,93.41,63785,T2106,-1.0,1.026233466878876,0.004080975138269993,0.9291338915682672,-0.08511036493181157,-0.004089325042219073,,,93.495
2021-05-06,93.41,93.435,93.605,98.015,95.365,93.5,43523226700.0,91.455,93.555,107968,93.53,44387,T2106,-1.0,1.0268920476373415,0.0006417455478902045,0.9285376240299593,-0.0856974912819275,-0.0006419515547050088,,,93.555
2021-05-07,93.53,93.38,93.64,98.075,95.49,93.555,54545874700.0,91.57,93.425,100735,93.42,55653,T2106,1.0,1.0254651226606661,-0.0013895569451125578,0.9298278799342284,-0.08442701588100454,0.001388592404280254,,93.425,
2021-05-10,93.42,93.31,93.475,97.945,95.375,93.385,46678837550.0,91.465,93.47,92523,93.415,47675,T2106,1.0,1.0259590582295153,0.0004816697886005361,0.9302757499325912,-0.08398601203529554,0.00048155382294451854,,93.47,
2021-05-11,93.415,93.485,93.715,97.99,95.37,93.5,58087025100.0,91.46,93.69,95208,93.635,59205,T2106,1.0,1.028373854343889,0.002353696373167846,0.9324653365912535,-0.08182999323405205,0.0023509307686048267,,93.69,
2021-05-12,93.635,93.65,93.795,98.21,95.595,93.75,52471274400.0,91.675,93.735,90003,93.73,53404,T2106,1.0,1.028867789912738,0.0004803073967338811,0.9329132065896163,-0.08138898938834316,0.0004801920860577721,,93.735,
2021-05-13,93.73,93.525,93.78,98.255,95.695,93.665,45611464100.0,91.765,93.78,85903,93.705,46474,T2106,1.0,1.0293617254815872,0.00048007681228989796,0.933361076587979,-0.08094798554263427,0.0004799616122854747,,93.78,
2021-05-14,93.705,93.73,93.92,98.3,95.665,93.77,52732721450.0,91.745,93.83,81042,93.85,53616,T2106,1.0,1.0299105427803084,0.0005331627212625811,0.9338587099194932,-0.08045798126962433,0.0005330206405181034,,93.83,
2021-05-17,93.85,93.65,93.92,98.35,95.815,93.785,55578869650.0,91.885,93.75,67891,93.74,56548,T2106,1.0,1.0290324351023543,-0.000852605776404114,0.9330624965890705,-0.08124198810644023,-0.0008529694514380765,,93.75,
2021-05-18,93.74,93.7,93.85,98.27,95.695,93.76,40418426150.0,91.785,93.775,86581,93.775,41314,T2109,1.0,1.029306843751715,0.0002666666666666373,0.9333113132548275,-0.08099698596993532,0.00026663111743080545,,93.775,
2021-05-19,93.775,93.805,94.115,97.825,95.73,93.805,49274405250.0,91.82,94.07,97276,94.055,50265,T2109,1.0,1.0325448658141703,0.0031458277792586475,0.936247349910761,-0.07810596075917708,0.003140890015908821,,94.07,
2021-05-20,94.055,94.065,94.375,98.12,96.015,94.15,92449562750.0,92.095,94.375,114368,94.23,94097,T2109,1.0,1.03589265133637,0.003242266397363691,0.9392829132329974,-0.07511693469381675,0.003237021585328732,,94.375,
2021-05-21,94.23,94.275,94.585,98.425,96.195,94.36,70260611450.0,92.265,94.56,122112,94.515,71343,T2109,1.0,1.0379232753416388,0.0019602649006622563,0.9411241565595998,-0.07330391888368015,0.0019583460885992973,,94.56,
2021-05-24,94.515,94.335,94.6,98.61,96.485,94.56,59182454050.0,92.545,94.435,119636,94.39,60079,T2109,1.0,1.0365512320948356,-0.0013219120135363749,0.9398800732308144,-0.07452892956620494,-0.001322786509978666,,94.435,
2021-05-25,94.39,94.25,94.42,98.485,96.355,94.39,59295354000.0,92.425,94.41,119369,94.35,60280,T2109,1.0,1.036276823445475,-0.00026473235558854835,0.9396312565650572,-0.07477393170270985,-0.00026476740338425624,,94.41,
2021-05-26,94.35,94.425,94.645,98.46,96.315,94.43,69929665750.0,92.385,94.51,123448,94.575,70938,T2109,1.0,1.0373744580429176,0.001059209829467278,0.9406265232280856,-0.07379392315669009,0.0010586492625396047,,94.51,
