datetime,low,high,trading_date,open,total_turnover,close,open_interest,volume,dominant_id,pos,base_balance,chg,strategy_balance,drawdown,return,empty,long,short
2020-01-02 14:30:00,91.095,91.12,2020-1-2,91.1,1209528750,91.105,77212,1234,T2003,0.0,0.9996159754224271,5.488474204184968e-05,1.0,0.0,0.0,91.105,,
2020-01-02 14:45:00,91.06,91.105,2020-1-2,91.105,1563859000,91.065,77008,1596,T2003,0.0,0.999177090190915,-0.00043905383897702155,1.0,0.0,0.0,91.065,,
2020-01-02 15:00:00,91.04,91.08,2020-1-2,91.065,1383337050,91.07,76967,1412,T2003,0.0,0.9992319508448539,5.490583649025993e-05,1.0,0.0,0.0,91.07,,
2020-01-02 15:15:00,91.065,91.105,2020-1-2,91.07,1304357400,91.105,76631,1331,T2003,0.0,0.9996159754224271,0.0003843197540354115,1.0,0.0,0.0,91.105,,
2020-01-03 09:30:00,91.0,91.115,2020-1-3,91.1,3861628200,91.07,76885,3942,T2003,0.0,0.9992319508448539,-0.00038417210910501876,1.0,0.0,0.0,91.07,,
2020-01-03 09:45:00,91.035,91.07,2020-1-3,91.07,1274405850,91.04,76896,1301,T2003,0.0,0.9989027869212201,-0.00032941693203014655,1.0,0.0,0.0,91.04,,
2020-01-03 10:00:00,91.03,91.065,2020-1-3,91.04,1615313850,91.035,77095,1649,T2003,0.0,0.998847926267281,-5.492091388414888e-05,1.0,0.0,0.0,91.035,,
2020-01-03 10:15:00,91.02,91.04,2020-1-3,91.035,1645369250,91.035,76922,1680,T2003,0.0,0.998847926267281,0.0,1.0,0.0,0.0,91.035,,
2020-01-03 10:30:00,90.95,91.035,2020-1-3,91.035,2707921100,90.985,76711,2766,T2003,0.0,0.9982993197278911,-0.0005492393035645415,1.0,0.0,0.0,90.985,,
2020-01-03 10:45:00,90.975,91.02,2020-1-3,90.985,2042348200,91.01,76750,2086,T2003,0.0,0.9985736229975862,0.00027477056657687626,1.0,0.0,0.0,91.01,,
2020-01-03 11:00:00,90.99,91.02,2020-1-3,91.01,1912194600,91.015,76747,1953,T2003,0.0,0.9986284836515251,5.4939017690269765e-05,1.0,0.0,0.0,91.015,,
2020-01-03 11:15:00,91.01,91.055,2020-1-3,91.015,2033290900,91.055,76942,2076,T2003,0.0,0.9990673688830372,0.0004394879964841891,1.0,0.0,0.0,91.055,,
2020-01-03 11:30:00,91.055,91.135,2020-1-3,91.055,2766722950,91.12,76871,2823,T2003,0.0,0.9997805573842441,0.000713854263906466,1.0,0.0,0.0,91.12,,
2020-01-03 13:15:00,91.12,91.165,2020-1-3,91.12,2733605850,91.13,76950,2788,T2003,0.0,0.999890278692122,0.00010974539069352751,1.0,0.0,0.0,91.13,,
2020-01-03 13:30:00,91.115,91.14,2020-1-3,91.135,1647045400,91.12,76773,1680,T2003,0.0,0.9997805573842441,-0.00010973334796438028,1.0,0.0,0.0,91.12,,
2020-01-03 13:45:00,91.085,91.125,2020-1-3,91.12,2121992250,91.095,77058,2165,T2003,0.0,0.9995062541145491,-0.0002743634767340408,1.0,0.0,0.0,91.095,,
2020-01-03 14:00:00,91.09,91.12,2020-1-3,91.095,1148740700,91.105,76983,1172,T2003,0.0,0.9996159754224271,0.00010977550908397582,1.0,0.0,0.0,91.105,,
2020-01-03 14:15:00,91.095,91.115,2020-1-3,91.105,780197550,91.1,76926,796,T2003,0.0,0.999561114768488,-5.488172987222484e-05,1.0,0.0,0.0,91.1,,
2020-01-03 14:30:00,91.075,91.105,2020-1-3,91.1,1124053850,91.08,76807,1147,T2003,0.0,0.9993416721527321,-0.0002195389681668436,1.0,0.0,0.0,91.08,,
2020-01-03 14:45:00,91.075,91.125,2020-1-3,91.08,1399794450,91.12,77085,1428,T2003,0.0,0.9997805573842441,0.0004391743522178526,1.0,0.0,0.0,91.12,,
2020-01-03 15:00:00,91.07,91.135,2020-1-3,91.12,1520201200,91.07,76956,1551,T2003,-1.0,0.9992319508448539,-0.0005487269534680816,1.0,0.0,0.0,,,91.07
2020-01-03 15:15:00,91.055,91.095,2020-1-3,91.07,1288452300,91.065,76547,1315,T2003,-1.0,0.999177090190915,-5.490282200504293e-05,1.0000549028220052,0.0,5.4901314900384504e-05,,,91.065
2020-01-06 09:30:00,91.1,91.18,2020-1-6,91.145,3123594550,91.11,76332,3186,T2003,-1.0,0.999670836076366,0.0004941525284138937,0.999560723163223,-0.0004941525284138937,-0.0004942746620113039,,,91.11
2020-01-06 09:45:00,91.1,91.12,2020-1-6,91.11,1642827800,91.11,76197,1676,T2003,-1.0,0.999670836076366,0.0,0.999560723163223,-0.0004941525284138937,0.0,,,91.11
2020-01-06 10:00:00,91.085,91.115,2020-1-6,91.11,1418252700,91.115,76100,1447,T2003,-1.0,0.999725696730305,5.487871803300237e-05,0.9995058685521396,-0.0005490041279896385,-5.4880223924943376e-05,,,91.115
2020-01-06 10:15:00,91.09,91.12,2020-1-6,91.115,785073350,91.11,76113,801,T2003,1.0,0.999670836076366,-5.4875706524626366e-05,0.999560717142852,-0.0004941585484543598,5.4874200908124e-05,,91.11,
2020-01-06 10:30:00,91.1,91.14,2020-1-6,91.11,1735177700,91.14,75971,1770,T2003,1.0,1.0,0.0003292723081989024,0.9998898448073705,-0.00016504895298130595,0.0003292181099694201,,91.14,
2020-01-06 10:45:00,91.13,91.16,2020-1-6,91.14,1788454750,91.14,76123,1824,T2003,1.0,1.0,0.0,0.9998898448073705,-0.00016504895298130595,0.0,,91.14,
2020-01-06 11:00:00,91.125,91.15,2020-1-6,91.135,1832502300,91.15,75572,1869,T2003,1.0,1.000109721307878,0.00010972130787800793,0.9999995540288767,-5.5345754490288e-05,0.00010971528893557351,,91.15,
2020-01-06 11:15:00,91.145,91.18,2020-1-6,91.145,1739805700,91.175,75567,1774,T2003,1.0,1.000384024577573,0.0002742731760831951,1.0002738270826421,0.0,0.00027423557007169206,,91.175,
2020-01-06 11:30:00,91.165,91.19,2020-1-6,91.175,1445838750,91.18,75633,1474,T2003,1.0,1.000438885231512,5.4839594187061635e-05,1.0003286816933952,0.0,5.4838090551488595e-05,,91.18,
2020-01-06 13:15:00,91.175,91.195,2020-1-6,91.185,1682365400,91.185,75561,1715,T2003,1.0,1.000493745885451,5.4836586970807843e-05,1.0003835363041482,0.0,5.483508350013575e-05,,91.185,
2020-01-06 13:30:00,91.18,91.195,2020-1-6,91.185,740639300,91.19,75619,755,T2003,1.0,1.0005486065393898,5.483358008429029e-05,1.000438390914901,0.0,5.483207677849203e-05,,91.19,
2020-01-06 13:45:00,91.19,91.285,2020-1-6,91.19,2928922850,91.275,75841,2984,T2003,1.0,1.0014812376563529,0.0009321197499727596,1.0013709192977038,0.0,0.0009316855961265854,,91.275,
2020-01-06 14:00:00,91.26,91.295,2020-1-6,91.275,1922537450,91.28,76169,1958,T2003,1.0,1.001536098310292,5.477951246235513e-05,1.0014257739084569,0.0,5.47780121196541e-05,,91.28,
2020-01-06 14:15:00,91.27,91.35,2020-1-6,91.275,3208114900,91.335,76255,3266,T2003,1.0,1.0021395655036207,0.000602541630148945,1.002029174626741,0.0,0.0006023601748268454,,91.335,
2020-01-06 14:30:00,91.335,91.365,2020-1-6,91.335,1525990350,91.345,76441,1553,T2003,1.0,1.0022492868114987,0.00010948705315594331,1.002138883848247,0.0,0.00010948105988599191,,91.345,
2020-01-06 14:45:00,91.3,91.36,2020-1-6,91.345,2267334200,91.3,76440,2308,T2003,1.0,1.001755540926048,-0.0004926378017406918,1.001645192351469,-0.0004926378017406918,-0.0004927591876103595,,91.3,
2020-01-06 15:00:00,91.27,91.31,2020-1-6,91.3,1718542800,91.3,76651,1750,T2003,1.0,1.001755540926048,0.0,1.001645192351469,-0.0004926378017406918,0.0,,91.3,
2020-01-06 15:15:00,91.255,91.315,2020-1-6,91.305,1980572800,91.27,76922,2017,T2003,1.0,1.0014263770024139,-0.0003285870755750375,1.0013160646869506,-0.00082106300290119,-0.0003286410721368605,,91.27,
2020-01-07 09:30:00,91.145,91.24,2020-1-7,91.215,4983726450,91.175,76320,5081,T2003,1.0,1.000384024577573,-0.0010408677550125534,1.000273827082642,-0.0018610761399091569,-0.0010414098340419662,,91.175,
2020-01-07 09:45:00,91.12,91.185,2020-1-7,91.175,2697645750,91.14,76512,2751,T2003,-1.0,1.0,-0.00038387715930898736,0.9998898448073703,-0.0022442388745962383,-0.00038395085900739764,,,91.14
2020-01-07 10:00:00,91.14,91.17,2020-1-7,91.14,1803471050,91.165,76394,1839,T2003,-1.0,1.000274303269695,0.00027430326969501984,0.9996155717536048,-0.0025179265422299313,-0.00027434089771805303,,,91.165
2020-01-07 10:15:00,91.16,91.195,2020-1-7,91.165,1510557600,91.18,76189,1540,T2003,-1.0,1.000438885231512,0.0001645368288267779,0.9994510981773826,-0.0026820490794081664,-0.00016455036649578187,,,91.18
2020-01-07 10:30:00,91.175,91.21,2020-1-7,91.175,1321416500,91.195,76164,1347,T2003,-1.0,1.0006034671933288,0.00016450976091242353,0.9992866787161778,-0.002846117617067878,-0.00016452329412739225,,,91.195
2020-01-07 10:45:00,91.185,91.215,2020-1-7,91.195,1098828150,91.21,76200,1120,T2003,-1.0,1.0007680491551458,0.00016448270190250192,0.9991223133432874,-0.003010132181854752,-0.00016449623066563317,,,91.21
2020-01-07 11:00:00,91.2,91.22,2020-1-7,91.21,1661149600,91.21,76246,1693,T2003,-1.0,1.0007680491551458,0.0,0.9991223133432874,-0.003010132181854752,0.0,,,91.21
2020-01-07 11:15:00,91.185,91.21,2020-1-7,91.21,1473566300,91.19,76114,1502,T2003,-1.0,1.0005486065393898,-0.0002192742023900962,0.9993413950916359,-0.0027915180237979564,0.00021925016531592194,,,91.19
2020-01-07 11:30:00,91.185,91.21,2020-1-7,91.19,1194960050,91.19,76158,1218,T2003,1.0,1.0005486065393898,0.0,0.9993413950916359,-0.0027915180237979564,0.0,,91.19,
2020-01-07 13:15:00,91.145,91.195,2020-1-7,91.19,1574095600,91.165,76048,1605,T2003,1.0,1.000274303269695,-0.00027415286763887714,0.9990674227824213,-0.0030649055887654875,-0.00027419045440613143,,91.165,
2020-01-07 13:30:00,91.14,91.18,2020-1-7,91.165,1316118250,91.18,76110,1342,T2003,1.0,1.000438885231512,0.0001645368288267779,0.99923180616795,-0.0029008730497849244,0.00016452329412737504,,91.18,
2020-01-07 13:45:00,91.165,91.2,2020-1-7,91.18,1217351500,91.2,76174,1241,T2003,-1.0,1.000658327847268,0.00021934634788323137,0.9994509840153217,-0.0026821629978108774,0.0002193222949902784,,,91.2
2020-01-07 14:00:00,91.115,91.205,2020-1-7,91.2,3243924100,91.135,75958,3308,T2003,-1.0,0.9999451393460611,-0.0007127192982455677,1.0001633120192799,-0.0019713553288950303,0.0007124654344616613,,,91.135
2020-01-07 14:15:00,91.125,91.165,2020-1-7,91.135,2243541250,91.145,76090,2288,T2003,-1.0,1.000054860653939,0.00010972732759073622,1.0000535667718977,-0.0020808663449337628,-0.00010973334807435807,,,91.145
2020-01-07 14:30:00,91.115,91.145,2020-1-7,91.145,1825500800,91.13,76086,1862,T2003,-1.0,0.999890278692122,-0.0001645729332382384,1.0002181485207768,-0.0019166358659734595,0.0001645593925986559,,,91.13
2020-01-07 14:45:00,91.13,91.15,2020-1-7,91.135,982443950,91.135,75972,1002,T2003,-1.0,0.9999451393460611,5.486667398235667e-05,1.0001632698777108,-0.0019713973805205454,-5.486817921337188e-05,,,91.135
2020-01-07 15:00:00,91.1,91.14,2020-1-7,91.135,2201654250,91.1,75816,2246,T2003,-1.0,0.999561114768488,-0.00038404564656835394,1.0005473782273648,-0.0015881088405338417,0.00038397191991458183,,,91.1
2020-01-07 15:15:00,91.08,91.12,2020-1-7,91.1,2759038400,91.095,75532,2815,T2003,-1.0,0.9995062541145491,-5.488474204162763e-05,1.0006022930121192,-0.0015333112614364097,5.488323592928128e-05,,,91.095
2020-01-08 09:30:00,91.175,91.24,2020-1-8,91.21,4157103200,91.195,75727,4237,T2003,-1.0,1.0006034671933288,0.001097755090839092,0.9995038767510599,-0.0026293831520324273,-0.0010983580652780553,,,91.195
2020-01-08 09:45:00,91.14,91.21,2020-1-8,91.195,2801233450,91.165,75753,2856,T2003,-1.0,1.000274303269695,-0.0003289654038048928,0.99983267894748,-0.0023012827243177325,0.00032891130655031186,,,91.165
2020-01-08 10:00:00,91.125,91.18,2020-1-8,91.165,2286931650,91.17,75648,2332,T2003,-1.0,1.000329163923634,5.484560960899998e-05,0.999777842514696,-0.0023560021186729285,-5.4847113684441545e-05,,,91.17
2020-01-08 10:15:00,91.145,91.175,2020-1-8,91.17,1610234350,91.155,75509,1642,T2003,1.0,1.000164581961817,-0.00016452780519904397,0.9999423337688115,-0.0021918619413315854,0.00016451427198396426,,91.155,
2020-01-08 10:30:00,91.15,91.175,2020-1-8,91.155,1547621050,91.165,75520,1578,T2003,1.0,1.000274303269695,0.00010970325270154291,1.00005203069534,-0.002082399143014446,0.00010969723573976575,,91.165,
2020-01-08 10:45:00,91.13,91.165,2020-1-8,91.165,1751333550,91.13,75447,1786,T2003,1.0,0.999890278692122,-0.0003839192672627778,0.9996680914524908,-0.0024655189371239894,-0.0003839929831325645,,91.13,
2020-01-08 11:00:00,91.05,91.135,2020-1-8,91.135,4123816850,91.055,74720,4208,T2003,-1.0,0.9990673688830372,-0.0008230001097332407,0.9988453645035286,-0.0032864899245015344,-0.0008233389602523171,,,91.055
2020-01-08 11:15:00,91.045,91.09,2020-1-8,91.055,1924361950,91.09,74335,1964,T2003,-1.0,0.9994513934606101,0.00038438306518040477,0.9984614252606795,-0.0036696097186109666,-0.00038445695928717235,,,91.09
2020-01-08 11:30:00,91.05,91.095,2020-1-8,91.09,2085137200,91.095,73827,2128,T2003,-1.0,0.9995062541145491,5.4890767372972604e-05,0.9984066189468547,-0.0037242990582905255,-5.4892273926274833e-05,,,91.095
2020-01-08 13:15:00,91.11,91.135,2020-1-8,91.11,2003763850,91.125,73254,2044,T2003,-1.0,0.999835418038183,0.0003293265272517054,0.9980778171622517,-0.004052399075066937,-0.00032938076714123107,,,91.125
2020-01-08 13:30:00,91.115,91.15,2020-1-8,91.125,1540278600,91.15,73341,1571,T2003,-1.0,1.000109721307878,0.00027434842249673963,0.9978039960875843,-0.004325635728270161,-0.0002743860629097522,,,91.15
2020-01-08 13:45:00,91.14,91.155,2020-1-8,91.15,1339477700,91.145,73245,1366,T2003,-1.0,1.000054860653939,-5.485463521681666e-05,0.9978587302618076,-0.004271018374223168,5.485313075633178e-05,,,91.145
2020-01-08 14:00:00,91.145,91.195,2020-1-8,91.145,1587907450,91.19,73409,1619,T2003,1.0,1.0005486065393898,0.0004937187997147152,0.9973660686472179,-0.0047626284918727,-0.0004938407189721822,,91.19,
2020-01-08 14:15:00,91.155,91.2,2020-1-8,91.19,1574315600,91.17,73312,1605,T2003,1.0,1.000329163923634,-0.00021932229411114612,0.9971473240329736,-0.004980906235376947,-0.0002193463487627051,,91.17,
2020-01-08 14:30:00,91.165,91.21,2020-1-8,91.17,1605935450,91.2,73550,1637,T2003,1.0,1.000658327847268,0.00032905561039808795,0.99747544095434,-0.004653489620120466,0.0003290014834742405,,91.2,
2020-01-08 14:45:00,91.17,91.215,2020-1-8,91.2,1831451100,91.175,73683,1867,T2003,1.0,1.000384024577573,-0.00027412280701755165,0.9972020101865345,-0.004926336799500941,-0.0002741603855417925,,91.175,
2020-01-08 15:00:00,91.175,91.195,2020-1-8,91.175,1535219600,91.185,73675,1565,T2003,1.0,1.000493745885451,0.00010967918837412327,0.9973113824936568,-0.0048171979277487065,0.00010967317405170205,,91.185,
2020-01-08 15:15:00,91.185,91.205,2020-1-8,91.185,1756060000,91.2,73688,1790,T2003,1.0,1.000658327847268,0.00016450074025331496,0.99747544095434,-0.004653489620120466,0.0001644872114901837,,91.2,
2020-01-09 09:30:00,91.01,91.14,2020-1-9,91.13,5214093100,91.055,73595,5322,T2003,1.0,0.9990673688830372,-0.0015899122807017108,0.9958895425010684,-0.006236003260526979,-0.0015911775325026273,,91.055,
2020-01-09 09:45:00,91.05,91.17,2020-1-9,91.055,5187795000,91.16,73867,5293,T2003,-1.0,1.000219442615756,0.0011531491955409923,0.9970379517258512,-0.005090045107129293,0.0011524848297003103,,,91.16
2020-01-09 10:00:00,91.155,91.275,2020-1-9,91.16,6564333550,91.27,74460,6689,T2003,-1.0,1.0014263770024139,0.0012066695919261683,0.9958348563475072,-0.006290572696403207,-0.001207398203866433,,,91.27
2020-01-09 10:15:00,91.23,91.285,2020-1-9,91.27,3310245300,91.26,74663,3372,T2003,1.0,1.0013166556945359,-0.00010956502684333902,0.9959439650202744,-0.006181696896326305,0.00010955902503406267,,91.26,
2020-01-09 10:30:00,91.215,91.265,2020-1-9,91.26,2105452000,91.22,74863,2145,T2003,1.0,1.0008777704630238,-0.00043830813061584983,0.9955074346827683,-0.0066172955389314225,-0.0004384042157021406,,91.22,
2020-01-09 10:45:00,91.215,91.245,2020-1-9,91.22,1986292150,91.23,74934,2024,T2003,1.0,1.0009874917709018,0.00010962508221878942,0.9956165672671448,-0.0065083958782802265,0.00010961907382857319,,91.23,
2020-01-09 11:00:00,91.225,91.25,2020-1-9,91.23,781245300,91.235,74961,796,T2003,1.0,1.0010423524248409,5.4806532938656005e-05,0.995671133559333,-0.006453946047954573,5.480503111550252e-05,,91.235,
2020-01-09 11:15:00,91.205,91.24,2020-1-9,91.235,1096086900,91.22,74923,1117,T2003,1.0,1.0008777704630238,-0.00016441058804184117,0.9955074346827683,-0.0066172955389314225,-0.0001644241049441395,,91.22,
2020-01-09 11:30:00,91.22,91.285,2020-1-9,91.22,1525438350,91.275,75147,1554,T2003,1.0,1.0014812376563529,0.0006029379522034528,0.9961076638968392,-0.006018347405349345,0.000602756258146176,,91.275,
2020-01-09 13:15:00,91.275,91.305,2020-1-9,91.28,2231119500,91.28,75503,2272,T2003,1.0,1.001536098310292,5.477951246235513e-05,0.9961622301890275,-0.005963897575023691,5.47780121196541e-05,,91.28,
2020-01-09 13:30:00,91.245,91.29,2020-1-9,91.28,1922298550,91.275,75500,1958,T2003,1.0,1.0014812376563529,-5.4776511831722274e-05,0.9961076638968392,-0.006018347405349345,-5.477801211963378e-05,,91.275,
2020-01-09 13:45:00,91.27,91.325,2020-1-9,91.275,3299903050,91.3,75700,3360,T2003,1.0,1.001755540926048,0.0002738975623115536,0.9963804953577804,-0.005746098253721299,0.00027386005922208043,,91.3,
2020-01-09 14:00:00,91.29,91.34,2020-1-9,91.3,3839960300,91.315,75910,3909,T2003,1.0,1.0019201228878647,0.00016429353778746325,0.9965441942343451,-0.005582748762744449,0.00016428004308222558,,91.315,
2020-01-09 14:15:00,91.3,91.335,2020-1-9,91.315,2659901550,91.31,76457,2708,T2003,1.0,1.001865262233926,-5.475551661826561e-05,0.9964896279421569,-0.005637198593069992,-5.4757015756289974e-05,,91.31,
2020-01-09 14:30:00,91.305,91.37,2020-1-9,91.31,3227520550,91.34,76803,3285,T2003,1.0,1.00219442615756,0.0003285510896944288,0.9968170256952865,-0.005310499611116182,0.00032849712860415225,,91.34,
2020-01-09 14:45:00,91.32,91.355,2020-1-9,91.34,1705615800,91.345,77019,1736,T2003,1.0,1.0022492868114987,5.474052988829747e-05,0.9968715919874748,-0.005256049780790528,5.473903168016614e-05,,91.345,
2020-01-09 15:00:00,91.34,91.43,2020-1-9,91.345,3666428400,91.43,77561,3730,T2003,1.0,1.0031819179284618,0.0009305380699546895,0.9977992189546755,-0.004330402665254418,0.0009301053878022112,,91.43,
2020-01-09 15:15:00,91.315,91.48,2020-1-9,91.43,6774613600,91.32,77995,6892,T2003,1.0,1.0019749835418037,-0.0012031062014657978,0.9965987605265334,-0.005528298932418796,-0.0012038305147406118,,91.32,
2020-01-10 09:30:00,91.32,91.38,2020-1-10,91.355,2630411400,91.355,77817,2677,T2003,1.0,1.0023590081193767,0.00038326763031104605,0.9969807245718514,-0.00514715012013911,0.0003831942020340126,,91.355,
2020-01-10 09:45:00,91.35,91.51,2020-1-10,91.355,5395869550,91.505,78475,5486,T2003,1.0,1.0040048277375466,0.0016419462536259033,0.9986177133374994,-0.003513655210369837,0.0016405997336168268,,91.505,
2020-01-10 10:00:00,91.51,91.63,2020-1-10,91.51,8988541150,91.555,78858,9128,T2003,1.0,1.0045534342769367,0.0005464182285122021,0.9991633762593821,-0.0029691569071133017,0.0005462689964315883,,91.555,
2020-01-10 10:15:00,91.52,91.565,2020-1-10,91.555,2879664100,91.55,78539,2925,T2003,1.0,1.0044985736229977,-5.4611981868957216e-05,0.9991088099671938,-0.0030236067374390663,-5.461347315753411e-05,,91.55,
2020-01-10 10:30:00,91.535,91.56,2020-1-10,91.555,2157237450,91.56,78773,2191,T2003,1.0,1.0046082949308757,0.00010922992900064266,0.9992179425515704,-0.002914707076787759,0.00010922396384632622,,91.56,
2020-01-10 10:45:00,91.55,91.585,2020-1-10,91.56,2008835850,91.555,78967,2040,T2003,1.0,1.0045534342769367,-5.4608999563110494e-05,0.9991633762593821,-0.0029691569071133017,-5.4610490688813306e-05,,91.555,
2020-01-10 11:00:00,91.555,91.605,2020-1-10,91.555,1943277000,91.59,79348,1973,T2003,1.0,1.0049374588545095,0.00038228387308181233,0.9995453403047001,-0.002588008094833727,0.0003822108212191095,,91.59,
2020-01-10 11:15:00,91.55,91.6,2020-1-10,91.59,1692898900,91.6,79334,1719,T2003,1.0,1.0050471801623875,0.0001091822251335639,0.9996544728890765,-0.002479108434182642,0.00010917626518823079,,91.6,
2020-01-10 11:30:00,91.585,91.65,2020-1-10,91.6,1934925700,91.64,79679,1964,T2003,1.0,1.0054860653938995,0.0004366812227074579,1.0000910032265826,-0.0020435097915774136,0.0004365859052102232,,91.64,
2020-01-10 13:15:00,91.615,91.66,2020-1-10,91.64,1783720000,91.625,79935,1810,T2003,1.0,1.0053214834320825,-0.00016368398079447122,0.9999273043500178,-0.0022068592825544853,-0.00016369737847926646,,91.625,
2020-01-10 13:30:00,91.59,91.63,2020-1-10,91.625,1491542450,91.615,79953,1514,T2003,1.0,1.0052117621242045,-0.00010914051841748318,0.9998181717656413,-0.0023157589432056813,-0.00010914647467724686,,91.615,
2020-01-10 13:45:00,91.6,91.645,2020-1-10,91.615,1261169750,91.62,79828,1280,T2003,1.0,1.0052666227781435,5.457621568538684e-05,0.9998727380578297,-0.0022613091128798057,5.457472645791159e-05,,91.62,
2020-01-10 14:00:00,91.57,91.625,2020-1-10,91.62,1449992250,91.585,79842,1472,T2003,1.0,1.0048825982005705,-0.00038201266099113784,0.9994907740125117,-0.0026424579251594915,-0.0003820856464158793,,91.585,
2020-01-10 14:15:00,91.56,91.605,2020-1-10,91.585,1704855900,91.57,79854,1731,T2003,1.0,1.0047180162387535,-0.00016378227875746276,0.9993270751359469,-0.002805807416136452,-0.00016379569253952678,,91.57,
2020-01-10 14:30:00,91.56,91.585,2020-1-10,91.57,1117747200,91.565,79749,1135,T2003,-1.0,1.0046631555848144,-5.460303592874638e-05,0.9992725088437586,-0.0028602572464621057,-5.460452672878108e-05,,,91.565
2020-01-10 14:45:00,91.56,91.605,2020-1-10,91.565,1180936350,91.6,79667,1199,T2003,-1.0,1.0050471801623875,0.00038224212308191063,0.9988905447984407,-0.0032414060587415694,-0.0003823151962239216,,,91.6
2020-01-10 15:00:00,91.585,91.63,2020-1-10,91.6,1443254100,91.59,79712,1465,T2003,-1.0,1.0049374588545095,-0.00010917030567680897,0.9989995939845541,-0.003132589618355053,0.00010916434703265557,,,91.59
2020-01-10 15:15:00,91.585,91.665,2020-1-10,91.59,2575680800,91.65,79216,2614,T2003,-1.0,1.0055957867017775,0.0006550933508024936,0.9983451559930804,-0.003785630830527742,-0.0006553080182082064,,,91.65
2020-01-13 09:30:00,91.6,91.66,2020-1-13,91.64,2181653600,91.62,79228,2214,T2003,1.0,1.0052666227781435,-0.0003273322422259195,0.9986719465515069,-0.003459537747329877,0.00032727868071547327,,91.62,
2020-01-13 09:45:00,91.575,91.675,2020-1-13,91.62,2727290500,91.635,79195,2768,T2003,1.0,1.0054312047399605,0.00016371971185336065,0.9988354488348323,-0.003296384429999688,0.0001637063112439453,,91.635,
2020-01-13 10:00:00,91.605,91.655,2020-1-13,91.635,1941178100,91.61,79040,1970,T2003,1.0,1.0051569014702655,-0.00027282152016161465,0.9985629450292899,-0.0035683066255501883,-0.0002728587427227774,,91.61,
2020-01-13 10:15:00,91.61,91.645,2020-1-13,91.61,811934250,91.625,79107,824,T2003,1.0,1.0053214834320825,0.00016373758323329213,0.9987264473126153,-0.003405153308219999,0.0001637241796982989,,91.625,
2020-01-13 10:30:00,91.6,91.645,2020-1-13,91.625,1150807350,91.605,79182,1168,T2003,1.0,1.0051020408163265,-0.00021828103683485534,0.9985084442681815,-0.0036226910646600663,-0.00021830486360772773,,91.605,
2020-01-13 10:45:00,91.57,91.62,2020-1-13,91.605,1891102850,91.58,79043,1920,T2003,1.0,1.0048277375466315,-0.00027291086731084935,0.9982359404626391,-0.0038946132602104555,-0.00027294811425848285,,91.58,
